titol,url,estat,pdfs,Accés al tràmit,Altres requisits,Data de la prova,Expedient,Finalització de presentació de sol·licituds,Grup de titulació o assimilat,Identificador,Inici de presentació de sol·licituds,Matèries,Observacions,Sistema de selecció,Tipus de personal,Titulació requerida,Torn reservat,Web de l'ens convocant
2 places de Tècnic d'informació Bus al CCB,https://cido.diba.cat/oposicions/21295797/2-places-de-tacnic-dinformacia-bus-al-ccb-area-metropolitana-de-barcelona-amb-transports-de-barcelona-sa,Termini obert,http://bop.diba.cat/anunci/3913753,,,,10164,30/03/2026,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20260323O47,,"Administració especial sense especificar, Arts gràfiques, Comerç / Empresa, Comunicació, Informàtica, Relacions públiques / Publicitat",1 plaça + 1 plaça de reserva,Oposició o prova,Laboral,Vegeu les bases,,https://www.tmb.cat/ca/treball-i-practiques/estat-processos-seleccio
1 plaça d'AI software software engineer - AIXPERT/GRAIL projects (RE1),https://cido.diba.cat/oposicions/21310550/1-placa-dai-software-software-engineer-aixpertgrail-projects-re1-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/11026aiismartre1,https://www.bsc.es/ca/join-us/job-opportunities/11026aiismartre1,Anglès,,110_26_AII_SMART_RE1,30/04/2026,A - Grau universitari,20260323O126,,"Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Grau universitari o equivalent (es prefereix un grau en Intel·ligència Artificial o Informàtica), o a punt de finalitzar-lo",,https://www.bsc.es/ca/join-us/job-opportunities
1 plaça de HPC Engineer for Earth Sciences applications (RE1/2),https://cido.diba.cat/oposicions/21310573/1-placa-de-hpc-engineer-for-earth-sciences-applications-re12-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/35825eshpcesre2,https://www.bsc.es/ca/join-us/job-opportunities/35825eshpcesre2,,,358_25_ES_HPCES_RE2,31/03/2026,A - Grau universitari,20260323O130,,"Administració especial sense especificar, Enginyeria sense especificar, Física, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"grau en Informàtica, Enginyeria, Matemàtiques, Física o una disciplina relacionada",,https://www.bsc.es/ca/join-us/job-opportunities
1 plaça de LLVM Software Engineer (RE2),https://cido.diba.cat/oposicions/21310565/1-placa-de-llvm-software-engineer-re2-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/14526cscthpcre2,https://www.bsc.es/ca/join-us/job-opportunities/14526cscthpcre2,,,145_26_CS_CTHPC_RE2,07/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260323O128,,"Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,Grau o màster en Informàtica,,https://www.bsc.es/ca/join-us/job-opportunities
1 plaça de Master Student on AI generative modelling (R0),https://cido.diba.cat/oposicions/21310581/1-placa-de-master-student-on-ai-generative-modelling-r0-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/fellowships/14126lseapmr0,https://www.bsc.es/ca/join-us/fellowships/14126lseapmr0,,,141_26_LS_EAPM_R0,06/04/2026,A - Grau universitari,20260323O132,,"Administració especial sense especificar, Enginyeria sense especificar, Física, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Grau en Física, Matemàtiques, Enginyeria Informàtica o una disciplina relacionada",,https://www.bsc.es/ca/join-us/job-opportunities
1 plaça de Master Student on UPO Engineering (R0),https://cido.diba.cat/oposicions/21310577/1-placa-de-master-student-on-upo-engineering-r0-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/fellowships/14226lseapmr0,https://www.bsc.es/ca/join-us/fellowships/14226lseapmr0,Anglès,,142_26_LS_EAPM_R,06/04/2026,A - Grau universitari,20260323O131,,"Administració especial sense especificar, Enginyeria sense especificar, Física, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Grau en Física, Matemàtiques, Enginyeria Informàtica o una disciplina relacionada",,https://www.bsc.es/ca/join-us/job-opportunities
1 plaça de Postdoctoral Researcher in Computational Biology Systems (R2),https://cido.diba.cat/oposicions/21310569/1-placa-de-postdoctoral-researcher-in-computational-biology-systems-r2-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/13826lscbr2,https://www.bsc.es/ca/join-us/job-opportunities/11026aiismartre1,,,138_26_LS_CB_R2,"05/04/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant",A1 - Grau universitari (correspondència amb llicenciatures),20260323O129,,"Biologia, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Doctorat en Informàtica, Bioinformàtica, Biologia o una temàtica similar, amb una sòlida trajectòria en biologia computacional",,https://www.bsc.es/ca/join-us/job-opportunities
1 plaça de Research Engineer - Operational air quality forecast (RE1),https://cido.diba.cat/oposicions/21310561/1-placa-de-research-engineer-operational-air-quality-forecast-re1-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/14326escesre1,https://www.bsc.es/ca/join-us/job-opportunities/14326escesre1,,,143_26_ES_CES_RE1,24/04/2026,A - Grau universitari,20260323O127,,"Administració especial sense especificar, Física, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Grau en Meteorologia, Física, Informàtica, Matemàtiques o una disciplina relacionada",,https://www.bsc.es/ca/join-us/job-opportunities
1 plaça de Llicenciat de Suport Recerca (G3) at the Computational Cancer Biomedicine group,https://cido.diba.cat/oposicions/21265386/1-placa-de-llicenciat-de-suport-recerca-g3-at-the-computational-cancer-biomedicine-group-fundacio-de-recerca-clinic-barcelona-institut-dinvestigacions-biomediques-august-pi-i-sunyer,Termini obert,"https://www.clinicbarcelona.org/uploads/media/default/0022/17/8960acfb08eae04437f18d45e799f5dc5cb72a50.pdf, https://www.clinicbarcelona.org/uploads/media/default/0022/29/1836124fa678efb8ec33eca51030784f04a5c27f.pdf",FCRBRRHH@recerca.clinic.cat,,,FU-98/2026,05/04/2026 - Termini anterior: 29/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260313O146,,"Biologia, Física, Informàtica, Química, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Grau i Màster en Informàtica, Biotecnologia, Ciència de Dades, Bioinformàtica, Física, Química o similar",,https://www.clinicbarcelona.org/ca/idibaps/trabajar-idibaps/ofertes-de-treball?
1 plaça de Tècnic de suport a la recerca al Institut d'Informàtica i Aplicacions,https://cido.diba.cat/oposicions/21316032/1-placa-de-tecnic-de-suport-a-la-recerca-al-institut-dinformatica-i-aplicacions-universitat-de-girona-udg,Termini obert,https://www.udg.edu/coneix/treballa-a-la-udg/personal-docent-i-investigador/Ofertes-de-treball-temporal/Detall?convo=17723,https://apps.udg.edu/Registre/?formulari=PlacaRecerca,,,PAS-PR-29/26,30/03/2026,A2 - Grau universitari (correspondència amb diplomatures),20260323O143,,"Informàtica, Recerca / Laboratori",Jornada parcial,Concurs o valoració de mèrits,Laboral temporal,"Titulació universitària de grau mitjà (Graduats universitaris, diplomats universitaris, enginyers tècnics i arquitectes tècnics)",,https://www.udg.edu/ca/coneix/Treballa-a-la-UdG/Personal-dAdministracio-i-Serveis/Laboral/Ofertes-treball-temporal
1 plaça d'Investigador Ordinari per al Departament d'Enginyeria electrònica (30267100029),https://cido.diba.cat/oposicions/21301701/1-placa-dinvestigador-ordinari-per-al-departament-denginyeria-electronica-30267100029-universitat-politecnica-de-catalunya-upc,Termini obert,https://tauler.seu-e.cat/detall?idEns=12&idEdicte=618516,personalinvestigador.sp@upc.edu,,,001_SP_UCT-2026-2189/118,29/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260323O83,,"Enginyeria sense especificar, Informàtica. Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,Doctorat,,https://tauler.seu-e.cat/inici?idEns=12
"1 plaça d'Ajudant de recerca pel projecte ""Anàlisi d'imatge retinal per a la diagnosi de patologies"" del grup de recerca AIWELL",https://cido.diba.cat/oposicions/21293694/1-placa-dajudant-de-recerca-pel-projecte-analisi-dimatge-retinal-per-a-la-diagnosi-de-patologies-del-grup-de-recerca-aiwell-universitat-oberta-de-catalunya-uoc,Termini obert,https://tauler.seu-e.cat/detall?idEns=18&idEdicte=618079,,Nivell alt d'anglès parlat i escrit,,,08/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260321O1,,"Enginyeria de telecomunicacions, Enginyeria sense especificar, Informàtica. Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Titulació universitària de Grau en Enginyeria Informàtica, Intel·ligència Artificial, Enginyeria de Telecomunicació o una disciplina equivalent",,https://tauler.seu-e.cat/inici?idEns=18
1 plaça de Tècnic en documentació i informació (analista de dades),https://cido.diba.cat/oposicions/21293683/1-placa-de-tecnic-en-documentacio-i-informacio-analista-de-dades-generalitat-de-catalunya-agencia-davaluacio-i-prospectiva-de-leducacio,Termini obert,https://documents.dadesobertes.gencat.cat/ofertes-treball/docs/122235.pdf,https://jobs.setescatalent.com/jobs/analista-de-dades,,,APE004-26,31/03/2026,A - Grau universitari,20260320O130,,"Administració especial sense especificar, Enginyeria de telecomunicacions, Enginyeria industrial, Enginyeria sense especificar, Física, Informàtica. Noves tecnologies",,Concurs o valoració de mèrits,Laboral temporal,"Grau o màster en matemàtiques, estadística, física, enginyeria (informàtica, telecomunicacions, industrial), ciències de dades o big data, titulacions de l'àmbit STEM",,https://web.gencat.cat/ca/generalitat/treballar-generalitat/ofertes-treball-temporal
2 places d'Investigador - Tècnic de recerca en educació,https://cido.diba.cat/oposicions/21293661/2-places-dinvestigador-tecnic-de-recerca-en-educacio-generalitat-de-catalunya-agencia-davaluacio-i-prospectiva-de-leducacio,Termini obert,https://documents.dadesobertes.gencat.cat/ofertes-treball/docs/122229.pdf,https://jobs.setescatalent.com/jobs/investigador-a,,,APE003-26,31/03/2026,A - Grau universitari,20260320O129,,"Administració especial sense especificar, Anàlisi / Programació, Ciències polítiques, Economia, Pedagogia, Psicologia, Psicopedagogia, Sociologia",,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://web.gencat.cat/ca/generalitat/treballar-generalitat/ofertes-treball-temporal
2 places de Tècnic especialitzat de Tecnologies de Negoci,https://cido.diba.cat/oposicions/21294131/2-places-de-tecnic-especialitzat-de-tecnologies-de-negoci-generalitat-de-catalunya-ferrocarrils-de-la-generalitat-de-catalunya-fgc,Termini obert,https://treballar.fgc.cat/job/Rub%C3%AD%C2%A0-T%C3%A8cnica-especialitzatada-de-Tecnologies-de-Negoci/1355954657/,,Bon nivell de català parlat i escrit. Coneixements d'anglès / Permís de conduir B,,20/26 - ID 2740,30/03/2026,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20260320O139,,Informàtica. Noves tecnologies,,Concurs o valoració de mèrits,Laboral temporal,Formació a nivell de CFGS/FP2 d'especialitats relacionades amb la informàtica o formació a nivell d'enginyeria informàtica o similar,,https://treballar.fgc.cat/go/CONVOCATORIES/814602/
2 places de Tècnic SAU TIC (Servei d'Atenció a l'Usuari Helpdesk),https://cido.diba.cat/oposicions/21294180/2-places-de-tecnic-sau-tic-servei-datencio-a-lusuari-helpdesk-generalitat-de-catalunya-institut-dassistencia-sanitaria-ias,Termini obert,https://www.ias.cat/adjunts/files/2026_1001_T%C3%A8cnic%20SAUTIC.pdf,rrhhseleccio.ias@gencat.cat,,,2026/1010,14/04/2026,"C2 - ESO, graduat escolar, FP 1r grau, cicles formatius grau mitjà",20260320O142,,Informàtica. Noves tecnologies,,Concurs o valoració de mèrits,Laboral,Vegeu les bases,,https://www.ias.cat/ca/contingut/iasgirona/treballarIAS
1 plaça de Coordinador de gestió de dades,https://cido.diba.cat/oposicions/21294717/1-placa-de-coordinador-de-gestio-de-dades-generalitat-de-catalunya-parc-sanitari-pere-i-virgili-pspv,Termini obert,https://parcsanitari-perevirgili.talentclue.com/ca/node/121213208/4590,https://parcsanitari-perevirgili.talentclue.com/ca/node/add/cv/job/121213208/company/102193130/4590?clicked_button=apply_manually,,,COORDANALISIDADES17_2026,"20/04/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant / Obert fins a trobar la persona candidata adequada",A1 - Grau universitari (correspondència amb llicenciatures),20260320O163,,"Enginyeria sense especificar, Física, Informàtica. Noves tecnologies",,Concurs o valoració de mèrits,Laboral temporal,"Llicenciatura i/o Grau de la branca de les ciències de la salut, ciències de la computació, física, bioinformàtica, enginyeria, matemàtiques o l'estadística",,https://parcsanitari-perevirgili.talentclue.com/ca/parc-sanitari-pere-virgili
1 plaça de Software Engineer for Digital Health Education Development,https://cido.diba.cat/oposicions/21303406/1-placa-de-software-engineer-for-digital-health-education-development-institut-dinvestigacio-biomedica-de-bellvitge-idibell,Termini obert,https://idibell.fundanetsuite.com/convocatoriaspropias/es/Convocatorias/VerConvocatoria/1941,https://idibell.fundanetsuite.com/convocatoriaspropias/es/Convocatorias/VerConvocatoria/1941,"Català, castellà i anglès",,26-029_SS_MR,03/04/2026 23:59 h,A - Grau universitari,20260320O205,,"Biologia, Enginyeria sense especificar, Informàtica, Noves tecnologies, Recerca / Laboratori, Sanitat / Medicina",,Concurs o valoració de mèrits,Laboral temporal,"Grau en Enginyeria Informàtica, Enginyeria de Programari, Enginyeria Biomèdica o àrees relacionades",,https://idibell.fundanetsuite.com/convocatoriaspropias/es/Convocatorias/DetalleTipoConvocatoria/OE
1 plaça de Coordinador de Sistemes IT,https://cido.diba.cat/oposicions/21308795/1-placa-de-coordinador-de-sistemes-it-institut-dinvestigacio-oncologica-de-vall-dhebron-vhio,Termini obert,https://jobs.vhio.net/jobs/7446021-2026-024-01-coordinador-a-de-sistemes-it,https://jobs.vhio.net/jobs/7446021-2026-024-01-coordinador-a-de-sistemes-it,Català i castellà,,2026-024-01,20/04/2026,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20260320O208,,"Enginyeria de telecomunicacions, Enginyeria sense especificar, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"FP Superior en IT o Grau en Enginyeria Informàtica, de Sistemes, Telecomunicacions o similar",,https://jobs.vhio.net/jobs
"Borsa de treball de places de Professor substitut al Departament d'Arquitectura de Computadors i Sistemes Operatius, curs 2026-2027",https://cido.diba.cat/oposicions/21310227/borsa-de-treball-de-places-de-professor-substitut-al-departament-darquitectura-de-computadors-i-sistemes-operatius-curs-2026-2027-universitat-autonoma-de-barcelona-uab,Termini obert,"https://www.uab.cat/doc/DOC_Bases-Substituts-2026DLECC1, https://tauler.seu-e.cat/detall?idEns=11&idEdicte=618333",https://sso.uab.cat/cas/login?service=https%3A%2F%2Fseleccio.uab.cat%2Fseleccio%2Flogin%2Fcas,Nivell C1 de català,,2026/D/LE/CC/1,08/04/2026 23:59 h - Termini segons el web de l'ens convocant,A - Grau universitari,20260320O284,,"Administració especial sense especificar, Ensenyament universitari, Informàtica",,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://www.uab.cat/web/personal-uab/personal-uab/personal-academic-i-investigador/convocatories-de-concursos-de-professorat-temporal-1345702153720.html
"Borsa de treball de places de Professor substitut de la disciplina Bioinformàtica en Ciències de la Salut al Departament de Pediatria, Obstetrícia i Ginecologia i de Medicina Preventiva i Salut Pública, curs 2026-2027",https://cido.diba.cat/oposicions/21326804/borsa-de-treball-de-places-de-professor-substitut-de-la-disciplina-bioinformatica-en-ciencies-de-la-salut-al-departament-de-pediatria-obstetricia-i-ginecologia-i-de-medicina-preventiva-i-salut-publica-curs-2026-2027-universitat-autonoma-de-barcelona-uab,Termini obert,"https://tauler.seu-e.cat/detall?idEns=11&idEdicte=618333, https://www.uab.cat/doc/DOC_Bases-Substituts-2026DLECC1",https://sso.uab.cat/cas/login?service=https%3A%2F%2Fseleccio.uab.cat%2Fseleccio%2Flogin%2Fcas,Nivell C1 de català,,2026/D/LE/CC/1,08/04/2026 23:59 h - Termini segons el web de l'ens convocant,A - Grau universitari,20260320O347,,"Biologia, Ensenyament universitari, Informàtica, Sanitat / Medicina",,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://www.uab.cat/web/personal-uab/personal-uab/personal-academic-i-investigador/convocatories-de-concursos-de-professorat-temporal-1345702153720.html
"Borsa de treball de places de Professor substitut de la disciplina de Bioinformàtica i Genòmica Microbiana al Departament de Genètica i de Microbiologia, curs 2026-2027",https://cido.diba.cat/oposicions/21327073/borsa-de-treball-de-places-de-professor-substitut-de-la-disciplina-de-bioinformatica-i-genomica-microbiana-al-departament-de-genetica-i-de-microbiologia-curs-2026-2027-universitat-autonoma-de-barcelona-uab,Termini obert,"https://tauler.seu-e.cat/detall?idEns=11&idEdicte=618333, https://www.uab.cat/doc/DOC_Bases-Substituts-2026DLECC1",https://sso.uab.cat/cas/login?service=https%3A%2F%2Fseleccio.uab.cat%2Fseleccio%2Flogin%2Fcas,Nivell C1 de català,,2026/D/LE/CC/1,08/04/2026 23:59 h - Termini segons el web de l'ens convocant,A - Grau universitari,20260320O367,,"Administració especial sense especificar, Biologia, Ensenyament universitari, Informàtica",,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://www.uab.cat/web/personal-uab/personal-uab/personal-academic-i-investigador/convocatories-de-concursos-de-professorat-temporal-1345702153720.html
"Borsa de treball de places de Professor substitut de la disciplina d'Enginyeria de software al Departament de Ciències de la Computació, curs 2026-2027",https://cido.diba.cat/oposicions/21310082/borsa-de-treball-de-places-de-professor-substitut-de-la-disciplina-denginyeria-de-software-al-departament-de-ciencies-de-la-computacio-curs-2026-2027-universitat-autonoma-de-barcelona-uab,Termini obert,"https://tauler.seu-e.cat/detall?idEns=11&idEdicte=618333, https://www.uab.cat/doc/DOC_Bases-Substituts-2026DLECC1",https://sso.uab.cat/cas/login?service=https%3A%2F%2Fseleccio.uab.cat%2Fseleccio%2Flogin%2Fcas,Nivell C1 de català,,2026/D/LE/CC/1,08/04/2026 23:59 h - Termini segons el web de l'ens convocant,A - Grau universitari,20260320O255,,"Administració especial sense especificar, Ensenyament universitari, Noves tecnologies",,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://www.uab.cat/web/personal-uab/personal-uab/personal-academic-i-investigador/convocatories-de-concursos-de-professorat-temporal-1345702153720.html
"Borsa de treball de places de Professor substitut de la disciplina d'Intel·ligència Artificial al Departament de Ciències de la Computació, curs 2026-2027",https://cido.diba.cat/oposicions/21310087/borsa-de-treball-de-places-de-professor-substitut-de-la-disciplina-dintelligencia-artificial-al-departament-de-ciencies-de-la-computacio-curs-2026-2027-universitat-autonoma-de-barcelona-uab,Termini obert,"https://tauler.seu-e.cat/detall?idEns=11&idEdicte=618333, https://www.uab.cat/doc/DOC_Bases-Substituts-2026DLECC1",https://sso.uab.cat/cas/login?service=https%3A%2F%2Fseleccio.uab.cat%2Fseleccio%2Flogin%2Fcas,Nivell C1 de català,,2026/D/LE/CC/1,08/04/2026 23:59 h - Termini segons el web de l'ens convocant,A - Grau universitari,20260320O256,,"Administració especial sense especificar, Ensenyament universitari, Noves tecnologies",,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://www.uab.cat/web/personal-uab/personal-uab/personal-academic-i-investigador/convocatories-de-concursos-de-professorat-temporal-1345702153720.html
"Borsa de treball de places de Professor substitut de la disciplina Tecnologies al Departament de Traducció i d'Interpretació i d'Estudis de l'Àsia Oriental, curs 2026-2027",https://cido.diba.cat/oposicions/21326202/borsa-de-treball-de-places-de-professor-substitut-de-la-disciplina-tecnologies-al-departament-de-traduccia-i-dinterpretacia-i-destudis-de-lasia-oriental-curs-2026-2027-universitat-autanoma-de-barcelona-uab,Termini obert,"https://tauler.seu-e.cat/detall?idEns=11&idEdicte=618333, https://www.uab.cat/doc/DOC_Bases-Substituts-2026DLECC1",https://sso.uab.cat/cas/login?service=https%3A%2F%2Fseleccio.uab.cat%2Fseleccio%2Flogin%2Fcas,Nivell C1 de català,,2026/D/LE/CC/1,08/04/2026 23:59 h - Termini segons el web de l'ens convocant,A - Grau universitari,20260320O315,,"Ensenyament universitari, Noves tecnologies",,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://www.uab.cat/web/personal-uab/personal-uab/personal-academic-i-investigador/convocatories-de-concursos-de-professorat-temporal-1345702153720.html
1 plaça d'Analista de dades,https://cido.diba.cat/oposicions/21295660/1-placa-danalista-de-dades-universitat-oberta-de-catalunya-uoc,Termini obert,https://selection.uoc.edu/web/offersjob/offerdetails.aspx?offerID=3C4DBFE27EC66B97F03B85458F3545E5F3A6C85DAC7652B4AFA15975EFF607B6,,,,,06/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260320O191,,"Administració especial sense especificar, Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral,"Formació acadèmica en Matemàtiques, Estadística, Ciència de Dades o camps relacionats",,https://selection.uoc.edu/web/offersjob/offers.aspx?y=PP
1 plaça de Tècnic de Grau Mitjà de Suport a la Recerca per a Arquitectura de computadors (30267010018),https://cido.diba.cat/oposicions/21295007/1-placa-de-tecnic-de-grau-mitja-de-suport-a-la-recerca-per-a-arquitectura-de-computadors-30267010018-universitat-politecnica-de-catalunya-upc,Termini obert,"https://talenthub.upc.edu/en/jobs/psr/psr-jobs-folder/technician-for-the-co-simulation-of-emerging-computing-systems-codi-30267010018/fitxa-30267010018.pdf, https://tauler.seu-e.cat/detall?idEns=12&idEdicte=618200",,"Català, castellà i anglès parlats, llegits i escrits",,001_SP_UCT-2026-2173/11,06/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260320O175,,"Enginyeria sense especificar, Informàtica. Noves tecnologies",,Concurs o valoració de mèrits,Laboral,Enginyeria informàtica,,https://talenthub.upc.edu/ca/jobs-calls/ofertes-feina?set_language=ca
1 plaça de Tècnic de Grau Superior de Suport a la Recerca per a Ciències de la Computació (30267230008),https://cido.diba.cat/oposicions/21295004/1-placa-de-tecnic-de-grau-superior-de-suport-a-la-recerca-per-a-ciencies-de-la-computacio-30267230008-universitat-politecnica-de-catalunya-upc,Termini obert,"https://talenthub.upc.edu/en/jobs/psr/psr-jobs-folder/estudi-de-tecniques-nlp-sobre-models-de-llenguatge-en-aplicacions-reals-codi-30267230008/fitxa-30267230008.pdf, https://tauler.seu-e.cat/detall?idEns=12&idEdicte=618200",,"Català, castellà i anglès parlats, llegits i escrits",,001_SP_UCT-2026-2173/11,06/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260320O174,,"Enginyeria sense especificar, Informàtica. Noves tecnologies",,Concurs o valoració de mèrits,Laboral,Enginyeria Informàtica,,https://talenthub.upc.edu/ca/jobs-calls/ofertes-feina?set_language=ca
1 plaça de Tècnic de Grau Superior de Suport a la Recerca per a la Facultat d'Informàtica de Barcelona (30262700019),https://cido.diba.cat/oposicions/21295001/1-placa-de-tecnic-de-grau-superior-de-suport-a-la-recerca-per-a-la-facultat-dinformatica-de-barcelona-30262700019-universitat-politecnica-de-catalunya-upc,Termini obert,"https://tauler.seu-e.cat/detall?idEns=12&idEdicte=618200, https://talenthub.upc.edu/en/jobs/psr/psr-jobs-folder/suport-en-projectes-de-mobilitat-sostenible-basada-en-dades-codi-30262700019/fitxa-30262700019.pdf",,"Català, castellà i anglès parlats, llegits i escrits",,001_SP_UCT-2026-2173/11,06/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260320O173,,"Enginyeria sense especificar, Informàtica. Noves tecnologies",,Concurs o valoració de mèrits,Laboral,Enginyeria Informàtica,,https://talenthub.upc.edu/ca/jobs-calls/ofertes-feina?set_language=ca
1 plaça d'AI Software Research Engineer (RE2),https://cido.diba.cat/oposicions/21296016/1-placa-dai-software-research-engineer-re2-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/9226casewpre2,https://www.bsc.es/ca/join-us/job-opportunities/9226casewpre2,,,92_26_CASE_WP_RE2,30/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260319O175,,"Administració especial sense especificar, Informàtica, Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Màster (MSc) o doctorat (PhD) en Informàtica, Aprenentatge Estadístic, IA, ML, Ciència de Dades o camps relacionats",,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça de Senior AI Software Research Engineer (RE3),https://cido.diba.cat/oposicions/21296026/1-placa-de-senior-ai-software-research-engineer-re3-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/9426casewpre3,https://www.bsc.es/ca/join-us/job-opportunities/9226casewpre2,Anglès,,94_26_CASE_WP_RE3,30/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260319O176,,"Administració especial sense especificar, Informàtica, Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Màster (MSc) o doctorat (PhD) en Informàtica, Aprenentatge Estadístic, IA, ML, Ciència de Dades o camps relacionats",,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça d'Assistant Researcher for AI applications in market research project,https://cido.diba.cat/oposicions/21187042/1-placa-dassistant-researcher-for-ai-applications-in-market-research-project-fundacio-bosch-gimpera,Termini obert,"http://extractes.fbg.ub.edu/extractes/frameofertes.jsp#c23db202ea9f54f6dd77ebe49c05bee5, https://extractes.fbg.ub.edu/extractes/getOfertaRRHHWeb?idoferta=202500300&oferta202500300=",https://extractes.fbg.ub.edu/extractes/ofertarrhh_inscriure.jsp,,,202500300,12/04/2026 - Termini anterior: 13/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260303O74,,"Administració especial sense especificar, Enginyeria sense especificar, Informàtica, Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://extractes.fbg.ub.edu/extractes/frameofertes.jsp#c23db202ea9f54f6dd77ebe49c05bee5
1 plaça d'Analista informàtic expert en plataformes de gestió de dades (Barcelona),https://cido.diba.cat/oposicions/21286664/1-placa-danalista-informatic-expert-en-plataformes-de-gestio-de-dades-barcelona-generalitat-de-catalunya-agencia-davaluacio-i-prospectiva-de-leducacio,Termini obert,https://documents.dadesobertes.gencat.cat/ofertes-treball/docs/122213.pdf,https://jobs.setescatalent.com/jobs/expert-en-plataformes-de-gestio-de-dades,,,APE002-26,31/03/2026,A - Grau universitari,20260319O152,,"Enginyeria de telecomunicacions, Informàtica. Noves tecnologies",,Concurs o valoració de mèrits,Laboral temporal,"Titulació de grau en informàtica, telecomunicacions o titulacions de l'àmbit STEM",,https://web.gencat.cat/ca/generalitat/treballar-generalitat/ofertes-treball-temporal
